,@mattertype,@welcome
6786,Eviction,I have an eviction on my record from Indiana but the judge even stated that it wasn't an eviction I had to break my lease because I lost my job and was fighting unemployment to get money that I later won my case for. 
6788,Eviction,Removing evictions 
6790,Eviction,Eviction 
6792,Eviction,Eviction 
6796,Eviction,Eviction expungement 
6800,Eviction,Erase an eviction 
6802,Eviction,Remove eviction 
6805,Eviction,eviction
6806,Eviction,Eviction removal 
6811,Eviction,Hi I would like assistance getting an eviction off my records
6812,Eviction,I have an eviction on my credit but it is from Arizona how can I get it removed
6814,Eviction,Getting eviction off record
6820,Eviction,Active eviction cases
6821,Eviction,Erase eviction 
6824,Eviction,Evictions 
6827,Eviction,Erase and eviction 
6828,Eviction,Trying to remove an eviction
6833,Eviction,Eviction 
6835,Eviction,Removing eviction 
6841,Eviction,Eviction 
6843,Eviction,Eviction 
6844,Eviction,Eviction
6845,Eviction,Eviction 
6848,Eviction,Eviction 
6851,Eviction,My land lord wants me out of the house yesterday I guess I filed the wrong things and I waiting for a lawyer from prairie state to get ahold of me but the can come at anytime to kick us out and I'm worried 
6854,Eviction,preventing final eviction
6857,Eviction,Eviction 
6859,Eviction,How can person with disability get help 
6860,Eviction,I need an attorney to represent my mother who is facing an eviction.
6863,Eviction,Eviction 
6870,Eviction,hi
6871,Eviction,Eviction 
6880,Eviction,Can my landlord issue a 5 day notice after agreeing to participate in the rental program 
6887,Eviction, i am being evicted when my landlord and i had an agreement he wants us out now because my stove caught fire and is ruined along with the microwave but we already came into agreement
6890,Eviction,Active eviction case
6895,Eviction,eviction 
6896,Eviction,Eviction notice 
6901,Eviction,Eviction order 
6904,Eviction,I need a attorney for eviction
6905,Eviction,eviction assistance
6906,Eviction,"recived an eviction summons, can I go to court building instead of attend online court?"
6907,Eviction,Evictions
6910,Eviction,eviction case number
6912,Eviction,Eviction order
6917,Eviction,Negotiating with landlord to stop eviction
6918,Eviction,eviction
6921,Eviction,Looking for a free lawyer to help with termination notice of lease in Chicago
6922,Eviction,How many days notice of termination must be given to a renter with a monthly lease?
6923,Eviction,I've filled for out rent relief 
6924,Eviction,Legal aid
6926,Eviction,5 day notice
6929,Eviction,Eviction
6933,Eviction,Eviction assistance 
6941,Eviction,eviction
6948,Eviction,Eviction 
6961,Eviction,eviction
6964,Eviction,Retaliation from landlord 
6966,Eviction,Non renewal 
6969,Eviction,My landlord is telling me that I have to leave
6971,Eviction,I would like to negotiate with landlord to prevent eviction
6972,Eviction,Lawyer 
6977,Eviction,Is cook county  backup on evictions
6984,Eviction,Esp
6986,Eviction,Lease
6990,Eviction,Eviction and rental assistance
6992,Eviction,Eviction notice
6995,Eviction,I’m being told I will be evicted 
6996,Eviction,Eviction 
6997,Eviction,reloacting
6998,Eviction,😐
7007,Eviction,Eviction notice 
7008,Eviction,Eviction assistance
7016,Eviction,Clearing an eviction 
7017,Eviction,eviction
7018,Eviction,My landlord is tell me I have to leave on the 1st
7022,Eviction,eviction notice
7025,Eviction,i have unpaid debt and i need a lawyer
7026,Eviction,i have an eviction on my record
7028,Eviction,eviction notice
7031,Eviction,Eviction 
7033,Eviction,Eviction removal 
7034,Eviction,Eviction help
7035,Eviction,Rental assistance eviction notice
7038,Eviction,Attorney assistance
7039,Eviction,Eviction Summons
7042,Eviction,Eviction 
7044,Eviction,Eviction
7048,Eviction,Eviction 
7050,Eviction,How can I remove evictions from my background?
7053,Eviction,Eviction case
7054,Eviction,Eviction
7055,Eviction,Eviction
7059,Eviction,eviction after paid by ilrpp
7062,Eviction,Hello I won’t be able to attend the in person eviction program in person cause I know more about it 
7065,Eviction,Eviction 
7073,Eviction,Eviction 
7075,Eviction,eviction
7077,Eviction,eviction
7079,Eviction,Eviction
7080,Eviction,Eviction 
7087,Eviction,Check status
7091,Eviction,tenant needing help with illegal eviction
7096,Eviction,Landlord 5 day notice
7099,Eviction,How can I find my case number from my eviction 
7106,Eviction,"I need assistance with an eviction proceeding, my landlord refused to fix things"
7107,Eviction,erase eviction
7116,Eviction,Can new landlord evict an old tenants
7121,Eviction,5 day eviction notice
7123,Eviction,eviction
7124,Eviction,eviction 
7125,Eviction,Hello
7126,Eviction,Apartment
7128,Eviction,Eviction inquiry 
7131,Eviction,Can my landlord charge me late fees retroactively?
7132,Eviction,I’ve been served a five notice by my landlord for failure to pay rent 
7135,Eviction,Eviction
7137,Eviction,eviction
7146,Eviction,Eviction
7147,Eviction,Eviction
7149,Eviction,14 day letter
7151,Eviction,Eviction 
7152,Eviction,Eviction removal 
7155,Eviction,Eviction
7160,Eviction,landlord turned off power
7168,Eviction,eviction
7169,Eviction,eviction
7175,Eviction,Eviction 
7179,Eviction,I have just received a 5-day eviction notice
7180,Eviction,"Good afternoon. My name is Adrianna Castro and I was served an eviction summons yesterday March 17th, 2022 and am to appear in court next friday, March 25th, 2022 and was looking for legal aid/ eviction defense for my court date. "
7181,Eviction,eviction
7185,Eviction,eviction
7188,Eviction,can a landlord evict me?
7192,Eviction,Legal aid 
7197,Eviction,Eviction
7198,Eviction,Eviction notice 
7202,Eviction,Landlord sent a cancellation of lease form what does this mean?
7203,Eviction,Eviction 
7207,Eviction,being evicted need more time to move
7209,Eviction,how would i apply for tenant advocacy project
7210,Eviction,where do I look for renters assistance
7211,Eviction,"being evicted no where to go, got 3 small kids"
7214,Eviction,Mail being withheld
7215,Eviction,Can i register for legal aid
7216,Eviction,legal assistance for rental eviction
7223,Eviction,how to get a fee wavier
7224,Eviction,apply for a free lawyer
7230,Eviction,Eviction COURT
7234,Eviction,facing eviction
7235,Eviction,show list
7238,Eviction,Need help with e-filing eviction summons
7243,Eviction,waiting for IHDA approval but landlord said I need to pay
7246,Eviction,eviction
7247,Eviction,Eviction
7248,Eviction,Eviction
7249,Eviction,Eviction 
7250,Eviction,Eviction
7251,Eviction,illegal eviction
7252,Eviction,legal eviction help
7253,Eviction,Legal help with eviction issues
7255,Eviction,Eviction 
7256,Eviction,eviction
7257,Eviction,Eviction help
7258,Eviction,section 8
7261,Eviction,Chicago renter assistance program paid rent and landlord gave me an eviction notice
7262,Eviction,5 day notice
7263,Eviction,I am being told I have to leave my probitey
7269,Eviction,retaliatory eviction
7270,Eviction,My Name is Howard Ashley and I have been trying to find out if my landlord has sought evictions in the Cook County Circuit Courts against me.
7277,Eviction,Landlord didn't use all of rental assistance money for rent
7278,Eviction,eviction
7284,Eviction,Being threatened n RAPED at my residence by unknown but identifiable employees of Pangea real estate ventures LLP N being harrassed by the federal judge
7287,Eviction,"I was evicted from an apartment approximately six years ago.  I’m looking into the process of expunging the eviction. The problem at the time was health-related, I was off work for long enough that I fell behind on bills and was eventually evicted. "
7291,Eviction,eviction
7292,Eviction,5 day notice
7294,Eviction,I received an eviction notice taped on my door. Said if I wasn't out in 3 days that they would  assume i wanted nothing that was left there and the would physically removed my belongings and throw them in dumpster. is this legal>
7301,Eviction,Eviction Notice
7305,Eviction,eviction notice
7306,Eviction,Harrassment of moving out
7308,Eviction,Month to month notice to move
7310,Eviction,eviction
7313,Eviction,Eviction
7315,Eviction,I received a 5 day notice. I have been having issues at the property for over 6 months. I sent a 14 day notice regarding rodent issues and began to with hold 30 % of the rent after the issues were not addressed or resolved. The management company refused to accept the adjusted rent amount and added late fees every month. I fell behind on the rent because of this and because of Childcare issues related to covid. Management company refuses to make the adjustment on the amount due to reflect the updated value of the apartment . I applied for emergency rental assistance and am currently going through the process. It is not fair for the 5 day notice to list an inaccurate amount due. What can I do? There are safety issues and exposure to drug use that threatens the health of my familty
7316,Eviction,Eviction
7317,Eviction,Eviction
7321,Eviction,Housing
7324,Eviction,Im currently have to move and im looking for a place to live for my children and I
7326,Eviction,Eviction 
7327,Eviction,five day notice from landlord
7328,Eviction,Eviction 
7329,Eviction,Eviction 
7331,Eviction,Eviction 
7332,Eviction,eviction
7335,Eviction,active eviction case 
7340,Eviction,I did not receive a notice to vacate premises what can I do?
7344,Eviction,I was served a 5 day notice for March and I only owe part for march
7348,Eviction,I have a court date Monday for eviction 
7357,Eviction,Landlord didn’t notify us that she’s not reneving the lease and is telling us to move out in 2 weeks. It’s illegal but what do we do 
7361,Eviction,covid
7364,Eviction,I have a previously eviction on file in trying to get rid of it
7367,Eviction,eviction
7375,Eviction,Eviction
7378,Eviction,Evictions
7385,Eviction,Landlord harassment
7390,Eviction,Eviction
7395,Eviction,14-day letter
7397,Eviction,Eviction file
7399,Eviction,"I've been evicted, can i file some kind of extesion for more time?"
7403,Eviction,eviction
7405,Eviction,Eviction
7407,Eviction,  My landlord gave me a 30 day notice that looks like he printed from his own computer. It is not notarized and only signed by him. I was wondering if this means I have an official eviction record. Can he create his own notice?
7408,Eviction, My landlord gave me a 30 day notice that looks like he printed from his own computer. It is not notarized and only signed by him. I was wondering if this means I have an official eviction record. Can he create his own notice?
7410,Eviction,My landlord gave me a 30 day notice that looks like he printed from his own computer. It is not notarized and only signed by him. I was wondering if this means I have an official eviction record. Can he create his own notice? 
7411,Eviction,My landlord gave me a 30 day notice that looks like he printed from his own computer. It is not notarized and only signed by him. I was wondering if this means I have an official eviction record. Can he create his own notice 
7413,Eviction,Got put out by the landlord 
7416,Eviction,eviction
7418,Eviction,Dad wants me to leave house.
7421,Eviction,Eviction 
7425,Eviction,I got an eviction notice but I am waiting on funds from the emergency rental assistance program? 
7428,Eviction,Foreclosure 
7431,Eviction,Erase eviction 
7433,Eviction,HOW TO APPLY
7440,Eviction,erasing eviction
7449,Eviction,My landlord gave me a 30 day notice and it looks like he just printed off one the computer. Does this mean I have a record with the court? Is his notice still valid even if its not notarized?
7450,Eviction,My landlord gave me a 30 day notice and it looks like he just printed off one the computer. Does this mean I have a record with the court? Is his notice still valid even if its not notarized? 
7451,Eviction,negotiation with landlord
7467,Eviction,eviction
7469,Eviction,filing motion
7470,Eviction,rent increases
7472,Eviction,eviction
7477,Eviction,5 day notice
7482,Eviction,I just got an eviction notice for paying rent late
7483,Eviction,Eviction
7484,Eviction,I’m going to get evicted 
7485,Eviction,The documents I have does not match the documents served with the eviction notice
7488,Eviction,Can you get evicted if you did rental assistance 
7492,Eviction,need to evict a boyfriend
7493,Eviction,"Hi I’ve been living in my building for 2 years my lease was up on the 28th the leasing office claimed they left me a 30 day notice saying they didn’t want to renew my lease with me with out reason . On the 28th of February they called saying I had to surrender my keys and I told them I never received the letter but they also claimed they left the note on my door , now they are saying if I stay right now in the unit I will be charged double rent by the day "
7494,Eviction,eviction
7495,Eviction,eviction
7496,Eviction,Help
7497,Eviction,eviction
7498,Eviction,Eviction 
7499,Eviction,eviction 
7501,Eviction,Eviction
7507,Eviction,missed eviction court
7509,Eviction,stop eviction
7511,Eviction,I'm being evicted in the state of missouri
7515,Eviction,My landlord Is Refusing to pay for the Gas in my apartment 
7516,Eviction,my landlord is trying to evict me but the apartment is illegal i was wondering what i could do to counter it 
7517,Eviction,Help with court
7519,Eviction,I have court coming up and need to see if I can get help
7520,Eviction,I'm in and eviction situation right now i received a summons yesterday for court day 21
7527,Eviction,I have an eviction notice 
7528,Eviction,Eviction
7529,Eviction,Eviction help
7537,Eviction,30 day notice and legal harrassment
7541,Eviction,how much notice does landlord have to give me to evict me
7543,Eviction,can a landlord cancel a lease
7544,Eviction,Emergency housing 
7545,Eviction,Eviction and law suit
7548,Eviction,eviction\
7552,Eviction,30 days notice to vacate
7556,Eviction,Landlord serving illegal eviction
7557,Eviction,What can i do to avoid eviction 
7562,Eviction,I’m facing eviction 
7564,Eviction,Legal help
7569,Eviction,I had a fire in my apartment three days ago. The internet modem caught on fire and now the landlord is trying to evict me.
7573,Eviction,eviction
7578,Eviction,I believe that my rights were violated in housing
7579,Eviction,I need help trying to avoid eviction
7592,Eviction,vacate eviction order
7593,Eviction,Possible eviction
7604,Eviction,Where can I find pro bono help if I am going through an eviction?
7605,Eviction,I need a free lawyer to help with an eviction
7609,Eviction,Representation in court
7623,Eviction,I was evectised for no reason at all by my landlord 
7625,Eviction,i have served eviction complaint
7626,Eviction,I have an upcoming eviction case on March 4th.  I have several questions about my case because it has been prolonged by the pandemic. I really need guidance at this point.
7628,Eviction,"Hi I need to talk urgen regarding my eviction order, just I comes to know that my landlord Attorney send it directly to court"
7629,Eviction,Notice of eviction 
7630,Eviction,My landlord wants to evict me
7638,Eviction,can i be evicted 
7642,Eviction,Eviction
7645,Eviction,My landlord is trying to put me out 
7646,Eviction,I’m being evicted I need representation 
7650,Eviction,Eviction
7651,Eviction,Eviction
7652,Eviction,"My landlord is trying to evict my children and I for non-payment, but I tried paying him back in October and he refused to accept it. He stated he just wanted us out by November but my teenage son had open heart surgery and the landlord and his mother tried in so many ways to press charges based on lies. Since they called DCFS on me, DCFS closed the case because nothing was found, they tried pressing charges on false accusations on my son who had surgery and the detective also closed the case because nothing was found, now they are filing an order of protection and requested that judge evict me and that was denied because the judge stated he had nothing to do with that. Then I received a letter from the landlord with a notice of eviction 45 days, then I received a letter from their lawyer stating the same thing and now they have open a court case. Due to the fact that they had made it impossible for me to continue with my second job I find myself not being able to find a place to relocate so quick with my 3 children. My court is on March 9th at 9am I need someone to help me with this case. "
7656,Eviction,expiring lease
7657,Eviction,Cani be served an eviction notice and not  a 5 day
7659,Eviction,eviction
7660,Eviction,I’m dealing with a housing issue
7662,Eviction,evicition
7663,Eviction,Eviction
7667,Eviction,eviction
7670,Eviction,Eviction
7673,Eviction,Eviction lawyers 
7677,Eviction,Please help me 
7685,Eviction,Eviction 
7687,Eviction,I am being evicted but I’m waiting for rental assistance that pending what do I do 
7688,Eviction,Landlord evicted me and kept everything I owned and sold it
7690,Eviction,getting evicted
7692,Eviction,eviction
7693,Eviction,Prevent eviction 
7695,Eviction,Eviction
7696,Eviction,5 day notice 
7698,Eviction,What happens if I missed the dead line to request a eviction summons ?
7700,Eviction,Speak with an attorney about preventing eviction 
7701,Eviction,aid
7702,Eviction,60 day notice to quit eviction
7703,Eviction,Eviction 
7705,Eviction,evictions
7707,Eviction,Eviction
7709,Eviction,eviction
7714,Eviction,"The house I have been  living in for 2 years was bought at a auction on Feb11, "
7723,Eviction,eviction
7730,Eviction,Eviction
7731,Eviction,Landlord
7733,Eviction,Harrassment
7734,Eviction,Unauthorized tenant
7737,Eviction,Eviction
7740,Eviction,Been in car crash now I am facing eviction 
7743,Eviction,Eviction summons
7747,Eviction,vacate eviction court
7749,Eviction,vacate eviction
7750,Eviction,Legal aid with eviction 
7753,Eviction,Franklin
7754,Eviction,eviction
7755,Eviction,Help with my rental assistance application.
7756,Eviction,A five day notice I received.
7762,Eviction,Eviction case
7763,Eviction,eviction
7767,Eviction,my landlord gave me a notice of eviction
7768,Eviction,How can I get an eviction off of my record
7772,Eviction,I paid my last due rent and am trying to get my eviction case dropped 
7773,Eviction,eviction
7777,Eviction,I just received a 5 day notice
7778,Eviction,how not to be evicted
7779,Eviction,Landlord didnt want to apply for rent
7784,Eviction,Evictions
7788,Eviction,preventing eviction
7796,Eviction,eviction
7799,Eviction,Help
7800,Eviction,I was evicted from my home and was never served
7805,Eviction,Landlord notice to not renew 
7808,Eviction,eviction
7810,Eviction,eviction record
7812,Eviction,eviction
7813,Eviction,can i be evicted?
7814,Eviction,Illegal eviction
7816,Eviction,my landlord wants to evict me
7817,Eviction,my landlord wants to evict me
7818,Eviction,Eviction
7822,Eviction,eviction
7823,Eviction,eviction
